,stock_id,date_id,seconds_in_bucket,imbalance_size,imbalance_buy_sell_flag,reference_price,matched_size,far_price,near_price,bid_price,bid_size,ask_price,ask_size,wap,target,time_id,row_id
3282835,0,303,140,2356533.26,-1,0.997797,14201072.73,,,0.997911,963.38,0.998025,26277.0,0.997915,-4.990101,16679,303_140_0
3283035,0,303,150,2291851.69,-1,0.997797,14265754.31,,,0.997797,17514.0,0.998025,13138.5,0.997927,-2.13027,16680,303_150_0
3283235,0,303,160,2364958.54,-1,0.997797,14265754.31,,,0.997797,87.57,0.997911,13137.0,0.997798,1.4996529,16681,303_160_0
3283435,0,303,170,2685645.76,-1,0.997455,14287344.09,,,0.997455,87.54,0.997569,13132.5,0.997456,1.1098385,16682,303_170_0
3283635,0,303,180,2672217.97,-1,0.997341,14355623.96,,,0.997227,39471.52,0.997455,190136.88,0.997267,-0.30994415,16683,303_180_0
3283835,0,303,190,2533639.67,-1,0.997227,14541067.88,,,0.997227,8576.96,0.997341,109412.5,0.997236,1.8298626,16684,303_190_0
3284035,0,303,200,2562601.57,-1,0.997341,14541067.88,,,0.997341,4376.5,0.997455,87.54,0.997453,-2.040267,16685,303_200_0
3284235,0,303,210,2584191.35,-1,0.997569,14519478.1,,,0.997569,29942.1,0.997683,138344.8,0.997589,-3.9702654,16686,303_210_0
3284435,0,303,220,2522318.2,-1,0.997341,14581351.25,,,0.997341,22495.21,0.997569,17510.0,0.997469,1.3101101,16687,303_220_0
3284635,0,303,230,2522318.2,-1,0.997455,14581351.25,,,0.997341,8753.0,0.997569,201365.0,0.997351,9.62019,16688,303_230_0
3284835,0,303,240,2505555.4,-1,0.997341,14616456.59,,,0.997227,13128.0,0.997455,129384.12,0.997248,6.5994263,16689,303_240_0
3285035,0,303,250,2411209.82,-1,0.997341,14710802.17,,,0.997341,48141.5,0.997569,30817.6,0.99748,6.020069,16690,303_250_0
3285235,0,303,260,2332222.82,-1,0.996886,14789789.17,,,0.996772,8748.0,0.996886,17498.0,0.99681,10.03027,16691,303_260_0
3285435,0,303,270,2785169.38,-1,0.996544,14952063.57,,,0.99643,5247.0,0.996544,8746.0,0.996473,12.370348,16692,303_270_0
3285635,0,303,280,9974829.41,-1,0.996316,19857770.62,,,0.995974,8391.36,0.996088,8742.0,0.99603,10.139942,16693,303_280_0
3285835,0,303,290,2599286.64,-1,0.99643,27676869.27,,,0.996658,8747.0,0.997341,8753.0,0.997,5.199909,16694,303_290_0
3286035,0,303,300,9121682.05,-1,0.997,32304278.79,0.947207,0.947207,0.996088,17484.0,0.99643,19413.9,0.99625,14.53042,16695,303_300_0
3286235,0,303,310,6704679.85,-1,0.99586,34721280.99,0.947207,0.965096,0.99586,8128.2,0.995974,39334.5,0.99588,10.449886,16696,303_310_0
3286435,0,303,320,6652021.85,-1,0.995974,34773938.99,0.947207,0.965096,0.995974,15558.98,0.996088,47731.32,0.996002,9.280443,16697,303_320_0
3286635,0,303,330,6652021.85,-1,0.99586,34773938.99,0.947207,0.965209,0.99586,25346.0,0.995974,148334.77,0.995877,4.34041,16698,303_330_0
3286835,0,303,340,6519060.4,-1,0.99586,34906900.44,0.947207,0.968172,0.995746,27353.07,0.995974,204364.58,0.995773,3.0004978,16699,303_340_0
3287035,0,303,350,6519060.4,-1,0.995632,34906900.44,0.947207,0.967944,0.995632,19048.84,0.995746,84331.35,0.995653,2.3901463,16700,303_350_0
3287235,0,303,360,6519060.4,-1,0.995632,34906900.44,0.947207,0.968058,0.995632,43690.0,0.995746,8302.05,0.995728,-4.169941,16701,303_360_0
3287435,0,303,370,6421643.1,-1,0.995746,35004317.74,0.947207,0.968172,0.995746,2709.09,0.99586,182491.2,0.995748,-7.7801943,16702,303_370_0
3287635,0,303,380,6340286.49,-1,0.995974,35085674.35,0.947207,0.968514,0.995974,29544.58,0.996088,15473.34,0.996049,-9.880066,16703,303_380_0
3287835,0,303,390,6287628.49,-1,0.99586,35138332.35,0.947207,0.968856,0.99586,27356.2,0.995974,28757.89,0.995916,-6.790161,16704,303_390_0
3288035,0,303,400,6220752.83,-1,0.995518,35205208.01,0.947207,0.968172,0.995518,17474.0,0.995632,22893.56,0.995568,-7.339716,16705,303_400_0
3288235,0,303,410,6242342.61,-1,0.995746,35183618.23,0.947207,0.968514,0.995746,27353.07,0.99586,22811.4,0.995808,-4.249811,16706,303_410_0
3288435,0,303,420,6133516.08,-1,0.99529,35257339.43,0.953018,0.969653,0.99529,26205.0,0.995404,16598.4,0.99536,0.009536743,16707,303_420_0
3288635,0,303,430,6094285.87,-1,0.994721,35296569.64,0.953018,0.969881,0.994607,17458.0,0.994721,5063.4,0.994695,5.3596497,16708,303_430_0
3288835,0,303,440,6094285.87,-1,0.994607,35296569.64,0.959057,0.972616,0.994607,10038.35,0.994835,34924.0,0.994658,9.460449,16709,303_440_0
3289035,0,303,450,6076996.49,-1,0.994493,35313859.01,0.959057,0.972958,0.994493,11171.84,0.994721,104760.0,0.994515,13.270378,16710,303_450_0
3289235,0,303,460,2750941.68,-1,0.994265,38639913.82,0.989024,0.9921,0.994493,10037.2,0.994607,122118.71,0.994501,13.079643,16711,303_460_0
3289435,0,303,470,940998.46,1,0.994835,41826863.74,0.995062,0.995062,0.994721,15277.5,0.994835,63561.68,0.994743,12.919903,16712,303_470_0
3289635,0,303,480,2564005.78,1,0.994721,41826863.74,0.995746,0.995404,0.994607,110771.01,0.994721,34920.0,0.994693,11.219978,16713,303_480_0
3289835,0,303,490,2401117.04,1,0.994721,41989752.49,0.995518,0.99529,0.994607,15712.2,0.994835,170516.43,0.994626,11.919737,16714,303_490_0
3290035,0,303,500,2401117.04,1,0.994721,41989752.49,0.995518,0.99529,0.994607,22782.69,0.994835,153578.29,0.994636,2.219677,16715,303_500_0
3290235,0,303,510,2073759.8,1,0.994835,42077515.82,0.995404,0.995404,0.994607,77775.39,0.994835,8731.0,0.994812,-1.6200542,16716,303_510_0
3290435,0,303,520,1031394.69,1,0.995062,42200384.49,0.995404,0.99529,0.994949,25060.84,0.995062,86893.35,0.994974,-6.560087,16717,303_520_0
3290635,0,303,530,198432.9,1,0.995404,42235489.82,0.995404,0.995404,0.995176,39040.98,0.995404,67966.08,0.99526,-12.140274,16718,303_530_0
3290835,0,303,540,262500.13,1,0.99529,42200384.49,0.995404,0.995404,0.995176,66902.44,0.99529,2183.75,0.995287,-5.4597855,16719,303_540_0
3291035,0,304,0,7453703.04,1,0.999293,16819996.62,,,0.999181,17896.0,1.000409,8959.0,1.0,-9.710193,16720,304_0_0
3291235,0,304,10,6435481.64,1,1.000074,17838218.02,,,0.999851,27309.7,1.000074,18001.56,0.999986,-4.8702955,16721,304_10_0
3291435,0,304,20,7922962.51,1,1.000074,17978368.99,,,0.999851,10744.8,1.000074,18001.56,0.999935,-4.3797493,16722,304_20_0
3291635,0,304,30,7564749.17,1,1.000074,18336582.32,,,0.999963,28656.0,1.000074,44780.0,1.000006,-4.02987,16723,304_30_0
3291835,0,304,40,7564749.17,1,0.999963,18336582.32,,,0.999851,17908.0,1.000074,71648.0,0.999896,-2.9700994,16724,304_40_0
3292035,0,304,50,7564749.17,1,0.999739,18336582.32,,,0.999628,10831.92,0.999739,27038.06,0.99966,-2.989769,16725,304_50_0
3292235,0,304,60,7584361.35,1,0.999293,18316970.14,,,0.999069,17446.65,0.999293,43760.61,0.999133,0.5698204,16726,304_60_0
3292435,0,304,70,7915798.24,1,0.999181,18316970.14,,,0.998958,17892.0,0.999069,8947.0,0.999032,0.9894371,16727,304_70_0
3292635,0,304,80,7913469.85,1,0.999293,18319298.53,,,0.999181,99680.72,0.999293,61479.63,0.99925,3.3903122,16728,304_80_0
3292835,0,304,90,7913290.75,1,0.999628,18319477.63,,,0.999628,13069.92,0.999851,17908.0,0.999722,0.38981438,16729,304_90_0
3293035,0,304,100,7893678.57,1,0.999739,18339089.81,,,0.999628,121389.12,0.999739,36796.83,0.999713,2.2304058,16730,304_100_0
3293235,0,304,110,6970921.02,1,0.99946,19261847.36,,,0.999293,626.43,0.999404,17900.0,0.999297,0.4196167,16731,304_110_0
3293435,0,304,120,6765037.91,1,0.999069,19467730.47,,,0.998958,12792.78,0.999069,8947.0,0.999024,-0.06020069,16732,304_120_0
3293635,0,304,130,6784650.09,1,0.998958,19448118.29,,,0.998846,10197.3,0.998958,14492.52,0.998892,-3.119707,16733,304_130_0
3293835,0,304,140,6760112.47,1,0.998958,19472655.91,,,0.998846,62615.0,0.998958,22812.3,0.998928,-6.4498186,16734,304_140_0
3294035,0,304,150,6683992.14,1,0.998958,19548776.24,,,0.998846,9928.95,0.998958,25406.64,0.998878,-3.4701824,16735,304_150_0
3294235,0,304,160,6644588.67,1,0.999181,19588985.69,,,0.999069,10110.11,0.999181,17985.48,0.99911,-5.1802397,16736,304_160_0
3294435,0,304,170,2124294.62,1,0.999069,24109279.74,,,0.998846,9213.35,0.998958,17892.0,0.998884,-1.4197826,16737,304_170_0
3294635,0,304,180,3394877.31,1,0.998902,24089936.22,,,0.998846,56800.75,0.998958,116476.92,0.998883,-1.4102459,16738,304_180_0
3294835,0,304,190,3503505.51,1,0.998734,24383402.49,,,0.998623,38812.62,0.998734,9122.88,0.998713,0.6198883,16739,304_190_0
3295035,0,304,200,3502609.97,1,0.998734,24384298.03,,,0.998623,34251.69,0.998734,146771.04,0.998644,3.3295155,16740,304_200_0
3295235,0,304,210,3502609.97,1,0.998734,24384298.03,,,0.998623,45430.44,0.998734,186035.2,0.998645,3.6394596,16741,304_210_0
3295435,0,304,220,3525804.29,1,0.998734,24384298.03,,,0.998623,61796.13,0.998734,191491.04,0.99865,3.5595894,16742,304_220_0
3295635,0,304,230,3588491.62,1,0.998958,24404984.85,,,0.998846,46424.55,0.998958,29879.64,0.998914,1.3399124,16743,304_230_0
3295835,0,304,240,2727973.64,1,0.998958,25374041.47,,,0.998846,113154.25,0.998958,28806.12,0.998935,6.109476,16744,304_240_0
3296035,0,304,250,2640569.59,1,0.999069,25461445.52,,,0.998958,27016.92,0.999069,8947.0,0.999042,7.8701973,16745,304_250_0
3296235,0,304,260,2492000.61,1,0.999069,25610014.5,,,0.998846,8945.0,0.999069,18072.94,0.99892,12.090206,16746,304_260_0
3296435,0,304,270,555051.56,1,0.999181,28224882.28,,,0.998958,20754.72,0.999181,37044.72,0.999038,8.759499,16747,304_270_0
3296635,0,304,280,1721931.49,1,0.999404,31289039.13,,,0.999293,17898.0,0.999404,10203.0,0.999364,9.640455,16748,304_280_0
3296835,0,304,290,3179411.99,1,0.999293,34697349.45,,,0.999293,27204.96,0.999628,8952.0,0.999545,8.859634,16749,304_290_0
3297035,0,304,300,2764869.61,1,0.999516,38679875.73,1.012693,1.010683,0.999404,80729.0,0.999739,37154.95,0.999634,2.360344,16750,304_300_0
3297235,0,304,310,1802619.05,1,0.999237,39642126.3,1.007109,1.001749,0.999181,68989.08,0.999293,17898.0,0.99927,0.059604645,16751,304_310_0
3297435,0,304,320,1723722.56,1,0.999181,39721022.79,1.006439,1.001526,0.999069,52071.54,0.999181,36149.92,0.999135,-2.3299456,16752,304_320_0
3297635,0,304,330,1730797.27,1,0.998958,39713948.07,1.005769,1.001526,0.998846,52238.8,0.998958,45624.6,0.998906,0.9095669,16753,304_330_0
3297835,0,304,340,1727394.25,1,0.998958,39717351.1,1.005658,1.001526,0.998734,22717.76,0.998846,8945.0,0.998815,2.4402142,16754,304_340_0
3298035,0,304,350,1813634.11,1,0.998511,39631111.24,1.005658,1.000744,0.998399,30667.63,0.998511,41490.88,0.998447,1.2099743,16755,304_350_0
3298235,0,304,360,1866022.81,1,0.998288,39578722.54,1.005658,1.001526,0.998176,122464.3,0.998288,217420.8,0.998216,0.9095669,16756,304_360_0
3298435,0,304,370,1866022.81,1,0.998288,39578722.54,1.005658,1.000521,0.998176,175561.96,0.998288,333998.4,0.998215,0.22053719,16757,304_370_0
3298635,0,304,380,1778887.41,1,0.998399,39665857.93,1.005658,1.001526,0.998288,62669.4,0.998399,27359.46,0.998366,-5.0097704,16758,304_380_0
3298835,0,304,390,1742886.97,1,0.998399,39701858.37,1.005546,1.000186,0.998288,116488.2,0.998399,261077.2,0.998322,-3.4797192,16759,304_390_0
3299035,0,304,400,1742886.97,1,0.998399,39701858.37,1.005546,1.001526,0.998288,163959.6,0.998399,62765.82,0.998369,-6.390214,16760,304_400_0
3299235,0,304,410,1761155.85,1,0.998064,39683589.49,1.004876,1.000186,0.997953,48527.91,0.998064,39595.34,0.998014,-5.4097176,16761,304_410_0
3299435,0,304,420,1905247.17,1,0.997394,39575319.51,1.004653,0.999293,0.997283,74663.16,0.997394,72349.2,0.99734,-5.019903,16762,304_420_0
3299635,0,304,430,1842559.83,1,0.997394,39638006.85,1.003759,0.999293,0.997283,91542.75,0.997394,273229.88,0.997311,-3.61979,16763,304_430_0
3299835,0,304,440,1842559.83,1,0.997394,39638006.85,1.001749,0.999516,0.997283,195856.83,0.997394,194003.04,0.997339,-0.8302927,16764,304_440_0
3300035,0,304,450,1824917.83,1,0.997227,39655648.85,1.001749,0.999293,0.997171,77423.1,0.997283,105653.73,0.997218,-3.7902594,16765,304_450_0
3300235,0,304,460,1992113.9,1,0.997171,39980996.11,0.999293,0.998511,0.997059,45359.32,0.997171,34201.9,0.997123,-3.6501884,16766,304_460_0
3300435,0,304,470,2229430.23,1,0.997171,39985473.78,0.999293,0.998288,0.997059,90540.06,0.997171,240931.4,0.99709,-5.9998035,16767,304_470_0
3300635,0,304,480,2329371.75,1,0.997059,40028817.59,0.999293,0.998176,0.996948,46961.28,0.997059,438235.32,0.996959,-3.119707,16768,304_480_0
3300835,0,304,490,1948859.64,1,0.996948,40409329.71,0.999293,0.998064,0.996836,195947.65,0.996948,16070.4,0.996939,-3.849864,16769,304_490_0
3301035,0,304,500,1995785.59,1,0.99678,40362403.76,0.999293,0.997841,0.996724,124071.4,0.996836,53472.73,0.996803,-3.039837,16770,304_500_0
3301235,0,304,510,2031248.71,1,0.996669,40334104.91,0.999293,0.997729,0.996613,66134.25,0.996724,100328.24,0.996657,-3.1399727,16771,304_510_0
3301435,0,304,520,1941158.05,1,0.996724,40424195.56,0.999293,0.998176,0.996613,119595.0,0.996836,23031.66,0.9968,-1.1497736,16772,304_520_0
3301635,0,304,530,1730886.83,1,0.996836,40627302.52,0.999293,0.998176,0.996724,134604.08,0.996836,42849.6,0.996809,5.489588,16773,304_530_0
3301835,0,304,540,1730886.83,1,0.996836,40627302.52,0.999293,0.997841,0.996724,386317.28,0.996836,118996.91,0.99681,2.4294853,16774,304_540_0
3302035,0,305,0,6787198.56,-1,0.999731,8318952.17,,,0.999621,9847.06,1.000174,4519.5,1.0,-2.0700693,16775,305_0_0
3302235,0,305,10,6762074.51,-1,0.99951,8344076.22,,,0.99951,25834.38,0.999621,23849.76,0.999568,-0.079870224,16776,305_10_0
3302435,0,305,20,6737492.7,-1,0.998736,8346154.83,,,0.998736,10199.38,0.998957,23201.96,0.998803,2.4402142,16777,305_20_0
3302635,0,305,30,6737492.7,-1,0.998957,8346154.83,,,0.998957,10653.04,0.999067,4514.5,0.999035,2.1100044,16778,305_30_0
3302835,0,305,40,6688148.35,-1,0.998404,8376159.09,,,0.998404,18046.0,0.998514,19311.36,0.998457,-0.02026558,16779,305_40_0
3303035,0,305,50,6688148.35,-1,0.998404,8376159.09,,,0.998293,9022.0,0.998514,3699.84,0.99845,0.6997585,16780,305_50_0
3303235,0,305,60,6707488.44,-1,0.998514,8376159.09,,,0.998514,2256.0,0.998625,10378.75,0.998534,2.4795532,16781,305_60_0
3303435,0,305,70,7042957.76,-1,0.998514,8376159.09,,,0.998514,7580.16,0.998625,16245.0,0.998549,3.6394596,16782,305_70_0
3303635,0,305,80,7125017.6,-1,0.998625,8348233.44,,,0.998625,18050.0,0.998736,19586.42,0.998678,2.449751,16783,305_80_0
3303835,0,305,90,7075492.5,-1,0.998293,8378418.45,,,0.998293,9022.0,0.998404,1624.14,0.998387,1.2898445,16784,305_90_0
3304035,0,305,100,7115618.68,-1,0.998514,8378418.45,,,0.998514,31584.0,0.998625,19403.75,0.998583,0.22053719,16785,305_100_0
3304235,0,305,110,7115618.68,-1,0.998514,8378418.45,,,0.998514,51166.08,0.998625,23735.75,0.99859,-0.32007694,16786,305_110_0
3304435,0,305,120,7423794.96,-1,0.998182,8380587.43,,,0.998182,17951.79,0.998404,37535.68,0.998254,0.76055527,16787,305_120_0
3304635,0,305,130,7423704.59,-1,0.998182,8380677.8,,,0.998182,902.1,0.998293,11999.26,0.99819,-1.1700392,16788,305_130_0
3304835,0,305,140,7423704.59,-1,0.997961,8380677.8,,,0.997961,9650.33,0.998072,3878.6,0.99804,0.44941902,16789,305_140_0
3305035,0,305,150,7423523.84,-1,0.998293,8380858.55,,,0.998293,10285.08,0.998404,90.23,0.998403,-0.7301569,16790,305_150_0
3305235,0,305,160,7430934.53,-1,0.997961,8380858.55,,,0.997961,18038.0,0.998072,1984.4,0.998061,0.33974648,16791,305_160_0
3305435,0,305,170,7448557.51,-1,0.998182,8380858.55,,,0.998182,18042.0,0.998293,46733.96,0.998213,-1.0800362,16792,305_170_0
3305635,0,305,180,6633471.91,-1,0.998404,9409950.44,,,0.998514,18048.0,0.998625,9747.0,0.998586,-0.42021275,16793,305_180_0
3305835,0,305,190,6616120.05,-1,0.998182,9427302.3,,,0.998182,36084.0,0.998404,54138.0,0.998271,-0.09000301,16794,305_190_0
3306035,0,305,200,6616120.05,-1,0.998072,9427302.3,,,0.998072,98408.2,0.998182,27063.0,0.998158,1.2695789,16795,305_200_0
3306235,0,305,210,6605817.38,-1,0.998182,9437604.97,,,0.998182,12268.56,0.998293,13713.44,0.998235,3.1995773,16796,305_210_0
3306435,0,305,220,6605817.38,-1,0.998404,9437604.97,,,0.998404,20391.98,0.998514,19943.04,0.99846,3.0100346,16797,305_220_0
3306635,0,305,230,6625157.48,-1,0.998514,9437604.97,,,0.998514,631.68,0.998625,4151.5,0.998529,8.779764,16798,305_230_0
3306835,0,305,240,6609974.6,-1,0.998625,9452787.85,,,0.998625,90.25,0.998736,18052.0,0.998625,9.939671,16799,305_240_0
3307035,0,305,250,6571023.29,-1,0.998293,9482792.11,,,0.998182,10644.78,0.998293,18044.0,0.998223,15.039444,16800,305_250_0
3307235,0,305,260,6571023.29,-1,0.998293,9482792.11,,,0.998293,24900.72,0.998514,27072.0,0.998399,16.319752,16801,305_260_0
3307435,0,305,270,6117163.67,-1,0.998182,9959154.92,,,0.998182,40865.13,0.998293,9022.0,0.998273,14.150143,16802,305_270_0
3307635,0,305,280,983091.38,-1,0.99785,19730692.84,,,0.997961,10191.47,0.998293,9022.0,0.998137,14.090538,16803,305_280_0
3307835,0,305,290,0.0,0,0.998514,21263350.2,,,0.998846,31233.42,0.999067,9029.0,0.999018,7.929802,16804,305_290_0
3308035,0,305,300,1428726.94,1,0.998957,23427814.13,1.010575,1.00626,0.998846,18144.27,0.998957,90.28,0.998956,6.209612,16805,305_300_0
3308235,0,305,310,621775.02,1,0.998957,24234766.05,1.006038,1.000727,0.998736,54968.34,0.998957,9389.12,0.998925,4.8601627,16806,305_310_0
3308435,0,305,320,600627.44,1,0.998957,24255913.63,1.005485,1.000395,0.998846,41163.12,0.998957,27806.24,0.998912,-0.29027462,16807,305_320_0
3308635,0,305,330,871479.15,1,0.998514,23985061.92,1.005485,0.999953,0.998293,38163.06,0.998514,9024.0,0.998472,1.8894672,16808,305_330_0
3308835,0,305,340,854669.54,1,0.998625,24001871.54,1.005485,0.999953,0.998514,40878.72,0.998625,52615.75,0.998563,1.2803078,16809,305_340_0
3309035,0,305,350,871479.15,1,0.998514,23985061.92,1.005485,0.999842,0.998404,21564.97,0.998514,15340.8,0.998468,0.6997585,16810,305_350_0
3309235,0,305,360,854669.54,1,0.998625,24001871.54,1.005485,1.000395,0.998514,22830.72,0.998625,22382.0,0.99857,-2.0098686,16811,305_360_0
3309435,0,305,370,854669.54,1,0.998736,24001871.54,1.005485,1.000063,0.998625,64438.5,0.998736,9026.0,0.998722,-4.569888,16812,305_370_0
3309635,0,305,380,814814.48,1,0.998736,24041726.59,1.005153,0.999842,0.998514,12543.36,0.998625,3068.5,0.998603,-4.7302246,16813,305_380_0
3309835,0,305,390,557699.66,1,0.998957,24298841.41,1.005153,1.000395,0.998846,70681.41,0.998957,20764.4,0.998932,-6.070137,16814,305_390_0
3310035,0,305,400,812555.12,1,0.998846,24043985.95,1.004932,1.000063,0.998736,99556.78,0.998846,16609.68,0.99883,-5.2398443,16815,305_400_0
3310235,0,305,410,764927.88,1,0.998846,24091613.19,1.004268,0.999842,0.998736,54968.34,0.998846,18595.62,0.998818,-5.8197975,16816,305_410_0
3310435,0,305,420,759866.92,1,0.998846,24096674.15,1.004268,0.999842,0.998736,83671.02,0.998846,62918.19,0.998799,-2.670288,16817,305_420_0
3310635,0,305,430,456570.85,1,0.999399,24399970.23,1.004047,1.000063,0.999178,26819.1,0.999399,18064.0,0.99931,-0.6502867,16818,305_430_0
3310835,0,305,440,478802.92,1,0.999178,24377738.15,1.002166,0.999842,0.998957,25549.24,0.999178,5418.0,0.999139,-0.21994114,16819,305_440_0
3311035,0,305,450,472205.6,1,0.999178,24384335.48,1.002166,0.999842,0.998957,56786.12,0.999178,45330.6,0.99908,0.3695488,16820,305_450_0
3311235,0,305,460,0.0,0,0.999067,24856541.07,0.999067,0.999067,0.998957,93620.36,0.999067,108438.29,0.999008,-0.20980835,16821,305_460_0
3311435,0,305,470,590867.02,1,0.998846,24419310.32,0.998957,0.998957,0.998736,44949.48,0.998846,23650.74,0.998808,2.9695034,16822,305_470_0
3311635,0,305,480,628824.22,1,0.998846,24446422.6,0.998957,0.998957,0.998625,130952.75,0.998846,36559.35,0.998798,2.2602081,16823,305_480_0
3311835,0,305,490,628824.22,1,0.998846,24446422.6,0.998957,0.998957,0.998736,141437.42,0.998846,118073.16,0.998796,-2.4700165,16824,305_490_0
3312035,0,305,500,564296.98,1,0.998846,24510949.84,0.998957,0.998957,0.998736,138278.32,0.998846,122767.2,0.998794,0.72956085,16825,305_500_0
3312235,0,305,510,646627.95,1,0.998736,24546105.43,0.998957,0.998957,0.998625,36280.5,0.998736,109756.16,0.998652,4.0996075,16826,305_510_0
3312435,0,305,520,359870.37,1,0.998736,24832863.01,0.998957,0.998957,0.998625,102433.75,0.998736,32944.9,0.998709,0.51021576,16827,305_520_0
3312635,0,305,530,0.0,0,0.999067,24921610.55,0.999067,0.999067,0.998957,109961.04,0.999067,10834.8,0.999058,3.7503242,16828,305_530_0
3312835,0,305,540,0.0,0,0.998957,25075246.82,0.998957,0.998957,0.998846,67070.61,0.998957,37105.08,0.998917,3.7503242,16829,305_540_0
3313035,0,306,0,1745100.64,-1,0.999728,8334669.21,,,0.999728,2826.88,1.000068,706.96,1.0,1.1599064,16830,306_0_0
3313235,0,306,10,1536649.96,-1,0.999955,8543119.88,,,0.999842,265.05,0.999955,8836.0,0.999845,8.590221,16831,306_10_0
3313435,0,306,20,1536649.96,-1,0.999955,8543119.88,,,0.999955,4418.0,1.000181,9014.76,1.000029,5.890131,16832,306_20_0
3313635,0,306,30,1424869.5,-1,0.999728,8654900.34,,,0.999728,36219.4,0.999955,8836.0,0.99991,8.430481,16833,306_30_0
3313835,0,306,40,1485840.66,-1,0.999615,8654900.34,,,0.999615,30032.2,0.999728,35601.02,0.999667,10.019541,16834,306_40_0
3314035,0,306,50,1615117.19,-1,0.999615,8668420.04,,,0.999615,52998.0,0.999842,1148.55,0.999837,10.010004,16835,306_50_0
3314235,0,306,60,1615117.19,-1,0.999615,8668420.04,,,0.999615,44959.97,0.999842,26505.0,0.999758,6.580353,16836,306_60_0
3314435,0,306,70,1615117.19,-1,0.999728,8668420.04,,,0.999728,72880.5,0.999842,30215.7,0.999808,1.3101101,16837,306_70_0
3314635,0,306,80,1615117.19,-1,0.999615,8668420.04,,,0.999615,30562.18,0.999728,26502.0,0.999676,0.3194809,16838,306_80_0
3314835,0,306,90,1606015.7,-1,0.999842,8677521.53,,,0.999842,12545.7,1.000068,8837.0,0.999974,-3.1900406,16839,306_90_0
3315035,0,306,100,1606015.7,-1,0.999728,8677521.53,,,0.999728,23321.76,0.999955,2650.8,0.999932,-4.0602684,16840,306_100_0
3315235,0,306,110,1606015.7,-1,0.999842,8677521.53,,,0.999842,49387.65,1.000068,8837.0,1.000034,-4.299879,16841,306_110_0
3315435,0,306,120,1606015.7,-1,0.999842,8677521.53,,,0.999842,51596.4,0.999955,60968.4,0.999893,-4.490018,16842,306_120_0
3315635,0,306,130,1606015.7,-1,0.999615,8677521.53,,,0.999615,12542.86,0.999728,61838.0,0.999634,-3.4099817,16843,306_130_0
3315835,0,306,140,1605043.7,-1,0.999389,8698817.25,,,0.999389,26493.0,0.999615,26763.99,0.999501,-4.889965,16844,306_140_0
3316035,0,306,150,1454824.9,-1,0.999389,8849036.05,,,0.999389,13158.19,0.999502,26496.0,0.999426,-6.070137,16845,306_150_0
3316235,0,306,160,1458182.73,-1,0.999389,8849036.05,,,0.999389,35942.17,0.999502,28262.4,0.999452,-9.36985,16846,306_160_0
3316435,0,306,170,1381394.41,-1,0.999389,8925824.37,,,0.999389,27994.27,0.999502,63678.72,0.999423,-8.249879,16847,306_170_0
3316635,0,306,180,1149704.0,-1,0.999276,9157514.78,,,0.999276,97306.6,0.999389,72590.82,0.999341,-1.2397766,16848,306_180_0
3316835,0,306,190,1715321.97,-1,0.999502,9157514.78,,,0.999389,15807.49,0.999728,17668.0,0.999549,-0.8100271,16849,306_190_0
3317035,0,306,200,1715321.97,-1,0.999389,9157514.78,,,0.999389,51573.04,0.999615,8921.33,0.999582,2.039671,16850,306_200_0
3317235,0,306,210,1715321.97,-1,0.999502,9157514.78,,,0.999502,28350.72,0.999728,44346.68,0.99959,6.9594383,16851,306_210_0
3317435,0,306,220,1736617.69,-1,0.999615,9136219.05,,,0.999615,24114.09,0.999728,35512.68,0.999661,9.520054,16852,306_220_0
3317635,0,306,230,1838766.48,-1,0.999842,9136219.05,,,0.999842,35340.0,0.999955,8836.0,0.999932,6.0498714,16853,306_230_0
3317835,0,306,240,0.0,0,1.000294,11870908.12,,,1.000521,10609.2,1.000747,17686.0,1.000605,-2.0301342,16854,306_240_0
3318035,0,306,250,0.0,0,1.00086,11849612.4,,,1.000634,26526.0,1.00086,12470.04,1.000788,-3.4201145,16855,306_250_0
3318235,0,306,260,0.0,0,1.00086,11849700.76,,,1.000747,50935.68,1.00086,38117.64,1.000812,-1.6599894,16856,306_260_0
3318435,0,306,270,0.0,0,1.001086,12103923.99,,,1.001086,12384.4,1.001313,13360.48,1.001195,-1.2201071,16857,306_270_0
3318635,0,306,280,0.0,0,1.001426,16502507.18,,,1.0012,74137.86,1.001426,9114.47,1.001401,-0.6300211,16858,306_280_0
3318835,0,306,290,1595765.48,1,1.001879,17703815.76,,,1.001652,8851.0,1.001992,8854.0,1.001822,-1.2898445,16859,306_290_0
3319035,0,306,300,1258480.09,-1,1.001652,20371701.65,0.989883,0.995088,1.001426,8849.0,1.001539,8850.0,1.001483,1.4102459,16860,306_300_0
3319235,0,306,310,697545.42,-1,1.001313,20932636.32,0.993617,0.999842,1.001313,18846.24,1.001539,17700.0,1.001429,1.7297268,16861,306_310_0
3319435,0,306,320,696926.87,-1,1.001426,20933254.87,0.993617,0.999955,1.001426,12919.54,1.001539,7168.5,1.001499,1.7297268,16862,306_320_0
3319635,0,306,330,696926.87,-1,1.0012,20933254.87,0.993617,0.999842,1.001313,18846.24,1.001426,9025.98,1.001389,-1.2797117,16863,306_330_0
3319835,0,306,340,695336.32,-1,1.001426,20934845.42,0.993617,1.000181,1.001426,31590.93,1.001539,9027.0,1.001514,-1.6999245,16864,306_340_0
